Country or Area,Year,Value
Latin America & Caribbean,2004,10.4
Latin America & Caribbean,2003,11.4
Latin America & Caribbean,2002,11.9
Latin America & Caribbean,2001,12.5
Latin America & Caribbean,2000,12.7
Latin America & Caribbean,1999,13.9
Latin America & Caribbean,1998,13.7
Latin America & Caribbean,1997,14.5
Latin America & Caribbean,1996,15.3
Latin America & Caribbean,1995,13.6
Latin America & Caribbean,1994,13.5
Latin America & Caribbean,1993,14.5
Latin America & Caribbean,1992,14.6
Latin America & Caribbean,1991,14.4
Latin America & Caribbean,1990,15.2
Latin America & Caribbean,1989,13.9
Latin America & Caribbean,1988,14.6
Latin America & Caribbean,1987,13.7
Latin America & Caribbean,1986,11.2
Latin America & Caribbean,1985,15.6
Latin America & Caribbean,1984,16.9
Latin America & Caribbean,1983,17.1
Latin America & Caribbean,1982,14.4
Latin America & Caribbean,1981,13.7
Latvia,2018,0.3
Latvia,2017,0.8
Latvia,2016,0.6
Latvia,2015,0.6
Latvia,2014,0.8
Latvia,2013,1.1
Latvia,2012,1
Latvia,2011,1
Latvia,2010,1.6
Latvia,2009,1.7
Latvia,2008,1.2
Latvia,2007,0.6
Latvia,2006,1.5
Latvia,2005,2.3
Latvia,2004,2.4
Lebanon,2011,0
Lesotho,2017,27.2
Lesotho,2002,61.9
Lesotho,1994,50.5
Lesotho,1986,49.6
Liberia,2016,44.4
Liberia,2014,41.7
Liberia,2007,71.4
Lithuania,2018,0.9
Lithuania,2017,1
Lithuania,2016,1.3
Lithuania,2015,0.7
Lithuania,2014,1.3
Lithuania,2013,0.7
Lithuania,2012,0.9
Lithuania,2011,0.7
Lithuania,2010,1.5
Lithuania,2009,2.2
Lithuania,2008,1.4
Lithuania,2007,1.3
Lithuania,2006,1.5
Lithuania,2005,1.8
Lithuania,2004,2.7
Low & middle income,2017,11.1
Low & middle income,2016,11.6
Low & middle income,2015,12.1
Low & middle income,2014,12.7
Low & middle income,2013,13.6
Low & middle income,2012,15.4
Low & middle income,2011,16.7
Low & middle income,2010,19.2
Low & middle income,2009,21.2
Low & middle income,2008,22.1
Low & middle income,2007,23
Low & middle income,2006,24.4
Low & middle income,2005,25.3
Low & middle income,2004,27.6
Low & middle income,2003,29.8
Low & middle income,2002,31.1
Low & middle income,2001,32.6
Low & middle income,2000,33.7
Low & middle income,1999,35.1
Low & middle income,1998,36.4
Low & middle income,1997,36.1
Low & middle income,1996,36.3
Low & middle income,1995,38.4
Low & middle income,1994,40.7
Low & middle income,1993,42.1
Low & middle income,1992,43.2
Low & middle income,1991,44.5
Low & middle income,1990,44.8
Low & middle income,1989,45.8
Low & middle income,1988,42
Low & middle income,1987,44.6
Low & middle income,1986,46
Low & middle income,1985,47.8
Low & middle income,1984,50
Low & middle income,1983,52.1
Low & middle income,1982,53.5
Low & middle income,1981,54.1
Low income,2017,45.6
Low income,2016,45.9
Low income,2015,45.8
Low income,2014,44.7
Low income,2013,45.2
Low income,2012,46
Low income,2011,47.5
Low income,2010,48.5
Low income,2009,49.9
Low income,2008,49.8
Low income,2007,51.5
Low income,2006,52.9
Low income,2005,53.9
Low income,2004,55.8
Low income,2003,59.5
Low income,2002,59
Low income,2001,59.1
Low income,2000,60.8
Low income,1999,61.9
Low income,1998,62.5
Low income,1997,62.6
Low income,1996,64
Low income,1995,65.3
Lower middle income,2014,16.9
Lower middle income,2013,18.5
Lower middle income,2012,19.9
Lower middle income,2011,21.5
Lower middle income,2010,25.2
Lower middle income,2009,28.1
Lower middle income,2008,29.1
Lower middle income,2007,30.2
Lower middle income,2006,31.9
Lower middle income,2005,33.2
Lower middle income,2004,35.1
Lower middle income,2003,36.7
Lower middle income,2002,37.7
Lower middle income,1996,39.9
Lower middle income,1995,41.5
Lower middle income,1994,42.6
Lower middle income,1993,43.3
Lower middle income,1992,43.5
Lower middle income,1991,44.9
Lower middle income,1990,44.7
Lower middle income,1989,45.4
Lower middle income,1988,45.5
Lower middle income,1987,47.1
Lower middle income,1986,47.4
Lower middle income,1985,47.8
Lower middle income,1984,49.1
Lower middle income,1983,49.7
Lower middle income,1982,50.6
Lower middle income,1981,50.4
Luxembourg,2018,0.3
Luxembourg,2017,0.3
Luxembourg,2016,0.1
Luxembourg,2015,0.3
Luxembourg,2014,0.1
Luxembourg,2013,0.1
Luxembourg,2012,0
Luxembourg,2011,0.1
Luxembourg,2010,0
Luxembourg,2009,0
Luxembourg,2008,0
Luxembourg,2007,0
Luxembourg,2006,0
Luxembourg,2005,0
Luxembourg,2004,0
Luxembourg,2003,0.1
Luxembourg,2000,0
Luxembourg,1997,0
Luxembourg,1994,0
Luxembourg,1991,0
Luxembourg,1985,0
Madagascar,2012,78.8
Madagascar,2010,78.2
Madagascar,2005,71.7
Madagascar,2001,68.4
Madagascar,1999,63.9
Madagascar,1997,66.4
Madagascar,1993,69.9
Madagascar,1980,45.8
Malawi,2016,69.2
Malawi,2010,71.1
Malawi,2004,72.5
Malawi,1997,62.4
Malaysia,2015,0
Malaysia,2013,0
Malaysia,2011,0.1
Malaysia,2008,0.6
Malaysia,2006,0.6
Malaysia,2003,1.2
Malaysia,1997,0.4
Malaysia,1995,1.8
Malaysia,1992,1.3
Malaysia,1989,1.6
Malaysia,1987,2.1
Malaysia,1984,2.9
Maldives,2016,0
Maldives,2009,3.5
Maldives,2002,4.6
Mali,2009,50.3
Mali,2006,52.1
Mali,2001,58.8
Mali,1994,85.3
Malta,2018,0.1
Malta,2017,0.2
Malta,2016,0.1
Malta,2015,0.1
Malta,2014,0
Malta,2013,0
Malta,2012,0.1
Malta,2011,0.2
Malta,2010,0.2
Malta,2009,0.4
Malta,2008,0.1
Malta,2007,0.4
Malta,2006,0.4
Mauritania,2014,6
Mauritania,2008,10.9
Mauritania,2004,16.9
Mauritania,2000,20.4
Mauritania,1995,20.6
Mauritania,1993,41.1
Mauritania,1987,40
Mauritius,2017,0.2
Mauritius,2012,0.6
Mauritius,2006,0.4
Mexico,2018,1.7
Mexico,2016,2.2
Mexico,2014,3.7
Mexico,2012,3.8
Mexico,2010,4.5
Mexico,2008,5.4
Mexico,2006,4.2
Mexico,2005,6.6
Mexico,2004,6
Mexico,2002,6.6
Mexico,2000,9
Mexico,1998,12.9
Mexico,1996,18.1
Mexico,1994,7.5
Mexico,1992,7.4
Mexico,1989,7
Micronesia,2013,15.4
Micronesia,2005,8.1
Middle East & North Africa,2018,7
Middle East & North Africa,2017,6.3
Middle East & North Africa,2016,5.2
Middle East & North Africa,2015,4.3
Middle East & North Africa,2014,2.5
Middle East & North Africa,2013,2.1
Middle East & North Africa,2012,2.2
Middle East & North Africa,2011,2.3
Middle East & North Africa,2010,2
Middle East & North Africa,2009,2.4
Middle East & North Africa,2008,2.8
Middle East & North Africa,2007,2.9
Middle East & North Africa,2006,2.9
Middle East & North Africa,2005,3.1
Middle East & North Africa,2004,3.4
Middle East & North Africa,2003,4.4
Middle East & North Africa,2002,3.4
Middle East & North Africa,2001,3.3
Middle East & North Africa,2000,3.5
Middle East & North Africa,1999,3.7
Middle East & North Africa,1998,4.1
Middle East & North Africa,1997,5.2
Middle East & North Africa,1996,6
Middle East & North Africa,1995,6.4
Middle East & North Africa,1994,6.3
Middle East & North Africa,1993,6.7
Middle East & North Africa,1992,8.1
Middle East & North Africa,1991,10.2
Middle East & North Africa,1990,6.5
Middle East & North Africa,1989,7.8
Middle East & North Africa,1988,8.1
Middle East & North Africa,1987,8.3
Middle East & North Africa,1986,8.4
Middle East & North Africa,1985,8.6
Moldova,2018,0
Moldova,2017,0.1
Moldova,2016,0.2
Moldova,2015,0
Moldova,2014,0
Moldova,2013,0.1
Moldova,2012,0.3
Moldova,2011,0.3
Moldova,2010,0.5
Moldova,2009,1
Moldova,2008,1.2
Moldova,2007,1.1
Moldova,2006,2.4
Moldova,2005,13.2
Moldova,2004,8.4
Moldova,2003,7.4
Moldova,2002,16.1
Moldova,2001,26.9
Moldova,2000,35.1
Moldova,1999,38
Moldova,1998,26.9
Moldova,1997,15.4
Mongolia,2018,0.5
Mongolia,2016,0.5
Mongolia,2014,0.2
Mongolia,2012,0.4
Mongolia,2011,0.5
Mongolia,2010,0.7
Mongolia,2007,1.2
Mongolia,2002,9.5
Mongolia,1998,24.4
Mongolia,1995,12.1
Montenegro,2016,2.5
Montenegro,2015,1.4
Montenegro,2014,1.7
Montenegro,2013,3.2
Montenegro,2012,3.4
Morocco,2013,0.9
Morocco,2006,3
Morocco,2000,5.8
Morocco,1998,6.4
Morocco,1990,2.9
Morocco,1984,10.6
Mozambique,2014,63.7
Mozambique,2008,69.7
Mozambique,2002,79.8
Mozambique,1996,82
Myanmar,2017,1.4
Myanmar,2015,4.8
Namibia,2015,13.8
Namibia,2009,23.5
Namibia,2003,32.6
Nauru,2012,0.9
Nepal,2010,15
Nepal,2003,49.9
Nepal,1995,66
Netherlands,2018,0.1
Netherlands,2017,0.2
Netherlands,2016,0
Netherlands,2015,0.1
Netherlands,2014,0.1
Netherlands,2013,0.1
Netherlands,2012,0.1
Netherlands,2011,0.1
Netherlands,2010,0
Netherlands,2009,0.1
Netherlands,2008,0.1
Netherlands,2007,0
Netherlands,2006,0
Netherlands,2005,0.1
Netherlands,2004,0.2
Netherlands,1999,0.2
Netherlands,1993,1
Netherlands,1990,1
Netherlands,1987,0.2
Netherlands,1983,0.5
Nicaragua,2014,3.4
Nicaragua,2009,7.4
Nicaragua,2005,8.5
Nicaragua,2001,16.9
Nicaragua,1998,24.5
Nicaragua,1993,36.7
Niger,2014,45.4
Niger,2011,50.6
Niger,2007,72.4
Niger,2005,75.3
Niger,1994,81.6
Niger,1992,78.5
Nigeria,2018,39.1
Nigeria,2009,56.4
Nigeria,2003,55.9
Nigeria,1996,64.9
Nigeria,1992,58.6
Nigeria,1985,55.5
North Macedonia,2018,3.4
North Macedonia,2017,4.6
North Macedonia,2016,4.3
North Macedonia,2015,5.5
North Macedonia,2014,4.5
North Macedonia,2013,5.2
North Macedonia,2012,6.9
North Macedonia,2011,9.1
North Macedonia,2010,10.4
North Macedonia,2009,9.8
Norway,2018,0.3
Norway,2017,0.3
Norway,2016,0.3
Norway,2015,0.1
Norway,2014,0.1
Norway,2013,0.1
Norway,2012,0.1
Norway,2011,0.1
Norway,2010,0.2
Norway,2009,0.1
Norway,2008,0.2
Norway,2007,0.1
Norway,2006,0.1
Norway,2005,0.2
Norway,2004,0.3
Norway,2003,0.2
Norway,2000,0.2
Norway,1995,0.2
Norway,1991,0.2
Norway,1986,0.2
Norway,1979,0.2
Pakistan,2018,4.4
Pakistan,2015,4
Pakistan,2013,6.2
Pakistan,2011,8
Pakistan,2010,8.3
Pakistan,2007,15
Pakistan,2005,18.7
Pakistan,2004,19.9
Pakistan,2001,31
Pakistan,1998,25.4
Pakistan,1996,18.3
Pakistan,1990,60.6
Pakistan,1987,64.1
Panama,2019,1.2
Panama,2018,1.7
Panama,2017,2.5
Panama,2016,2.2
Panama,2015,2
Panama,2014,3.5
Panama,2013,2.8
Panama,2012,4.1
Panama,2011,3
Panama,2010,4.5
Panama,2009,3.2
Panama,2008,5.2
Panama,2007,7.8
Panama,2006,10.5
Panama,2005,9.9
Panama,2004,10.1
Panama,2003,11.1
Panama,2002,11.1
Panama,2001,15.4
Panama,2000,12.3
Panama,1999,13.4
Panama,1998,15.2
Panama,1997,15
Panama,1995,16.3
Panama,1991,21.9
Panama,1989,23.9
Panama,1979,8.1
Papua New Guinea,2009,38
Papua New Guinea,1996,50.9
Paraguay,2019,0.9
Paraguay,2018,1.3
Paraguay,2017,0.9
Paraguay,2016,1.5
Paraguay,2015,1.7
Paraguay,2014,2.2
Paraguay,2013,1.7
Paraguay,2012,3.2
Paraguay,2011,4.6
Paraguay,2010,5.2
Paraguay,2009,5.4
Paraguay,2008,3.9
Paraguay,2007,7.4
Paraguay,2006,7.6
Paraguay,2005,5.8
Paraguay,2004,5.4
Paraguay,2003,7.8
Paraguay,2002,12.8
Paraguay,2001,8.6
Paraguay,1999,9.9
Paraguay,1997,10.4
Paraguay,1995,11.9
Paraguay,1990,1
Peru,2019,2.2
Peru,2018,2.7
Peru,2017,3.4
Peru,2016,3.5
Peru,2015,3.6
Peru,2014,3.7
Peru,2013,4.4
Peru,2012,4.8
Peru,2011,5.2
Peru,2010,5.5
Peru,2009,7.1
Peru,2008,9.1
Peru,2007,11.1
Peru,2006,13.5
Peru,2005,15.5
Peru,2004,13.6
Peru,2003,12
Peru,2002,15.2
Peru,2001,17.4
Peru,2000,16.4
Peru,1999,17
Peru,1998,16.4
Peru,1997,17.3
Philippines,2018,2.7
Philippines,2015,6.1
Philippines,2012,10.4
Philippines,2009,10.7
Philippines,2006,14.4
Philippines,2003,13
Philippines,2000,13.7
Poland,2018,0.2
Poland,2017,0.3
Poland,2016,0.2
Poland,2015,0.4
Poland,2014,0.3
Poland,2013,0.4
Poland,2012,0.2
Poland,2011,0.3
Poland,2010,0.3
Poland,2009,0.3
Poland,2008,0.2
Poland,2007,0.4
Poland,2006,0.6
Poland,2005,0.9
Poland,2004,2.1
Portugal,2018,0.3
Portugal,2017,0.4
Portugal,2016,0.4
Portugal,2015,0.5
Portugal,2014,0.5
Portugal,2013,0.8
Portugal,2012,0.7
Portugal,2011,0.5
Portugal,2010,0.1
Portugal,2009,0.2
Portugal,2008,0.1
Portugal,2007,0.3
Portugal,2006,0.1
Portugal,2005,0.5
Portugal,2004,0.5
Portugal,2003,0.9
Romania,2018,2.4
Romania,2017,3.1
Romania,2016,2.8
Romania,2015,4.6
Romania,2014,6.5
Romania,2013,6
Romania,2012,5.6
Romania,2011,4.9
Romania,2010,3.8
Romania,2009,2.8
Romania,2008,3.7
Romania,2007,4.9
Romania,2006,6.6
Russia,2018,0
Russia,2017,0
Russia,2016,0
Russia,2015,0
Russia,2014,0
Russia,2013,0
Russia,2012,0
Russia,2011,0
Russia,2010,0.1
Russia,2009,0.1
Russia,2008,0.1
Russia,2007,0.2
Russia,2006,0.5
Russia,2005,0.8
Russia,2004,1
Russia,2003,1.1
Russia,2002,1.1
Russia,2001,1.8
Russia,2000,3.1
Russia,1999,4.5
Russia,1998,2.4
Russia,1997,1.6
Russia,1996,4.8
Russia,1993,3.7
Rwanda,2016,56.5
Rwanda,2013,57.9
Rwanda,2010,63.2
Rwanda,2005,69.1
Rwanda,2000,78
Ṣo Tom̩ and Principe,2017,35.6
Ṣo Tom̩ and Principe,2010,34.6
Ṣo Tom̩ and Principe,2000,31.4
Samoa,2013,1.1
Samoa,2008,0.6
Samoa,2002,2
Senegal,2011,38.5
Senegal,2005,38.3
Senegal,2001,49.5
Senegal,1994,57.4
Senegal,1991,68.4
Serbia,2017,5.4
Serbia,2016,6.4
Serbia,2015,6.6
Serbia,2014,6.9
Serbia,2013,5.8
Serbia,2012,5.3
Seychelles,2018,0.5
Seychelles,2013,1.2
Sierra Leone,2018,43
Sierra Leone,2011,54.7
Sierra Leone,2003,73
Sierra Leone,1989,72.9
Slovak Republic,2018,0.2
Slovak Republic,2016,1.3
Slovak Republic,2015,0.7
Slovak Republic,2014,0.6
Slovak Republic,2013,0.3
Slovak Republic,2012,0.3
Slovak Republic,2011,0.4
Slovak Republic,2010,0.5
Slovak Republic,2009,0.4
Slovak Republic,2008,0.4
Slovak Republic,2007,0.3
Slovak Republic,2006,0.2
Slovak Republic,2005,0.2
Slovak Republic,2004,0.1
Slovenia,2018,0
Slovenia,2017,0
Slovenia,2016,0
Slovenia,2015,0
Slovenia,2014,0
Slovenia,2013,0
Slovenia,2012,0
Slovenia,2011,0
Slovenia,2010,0
Slovenia,2009,0
Slovenia,2008,0
Slovenia,2007,0
Slovenia,2006,0.1
Slovenia,2005,0.1
Slovenia,2004,0
Solomon Islands,2012,24.7
Solomon Islands,2005,48.6
Somalia,2017,68.6
South Africa,2014,18.7
South Africa,2010,16.2
South Africa,2008,16.7
South Africa,2005,25.7
South Africa,2000,34.8
South Africa,1996,36.3
South Africa,1993,31.5
South Asia,2014,15.2
South Asia,2013,17.1
South Asia,2012,19.2
South Asia,2011,20.9
South Asia,2010,26
South Asia,2009,29.6
South Asia,2008,30.7
South Asia,2007,32
South Asia,2006,33.9
South Asia,2005,35.1
South Asia,2004,37.6
South Asia,2003,39.1
South Asia,2002,40
South Asia,1996,41.8
South Asia,1995,43.6
South Asia,1994,45.3
South Asia,1993,46.4
South Asia,1992,47
South Asia,1991,49.2
South Asia,1990,49.1
South Asia,1989,49.9
South Asia,1988,50
South Asia,1987,52.2
South Asia,1986,52.7
South Asia,1985,53.4
South Asia,1984,55.3
South Asia,1983,56.2
South Asia,1982,58
South Asia,1981,58
South Sudan,2016,76.4
South Sudan,2009,44.7
Spain,2018,0.9
Spain,2017,0.7
Spain,2016,1.2
Spain,2015,0.9
Spain,2014,0.8
Spain,2013,1.2
Spain,2012,0.9
Spain,2011,1.1
Spain,2010,0.7
Spain,2009,0.8
Spain,2008,0.5
Spain,2007,0.4
Spain,2006,0.8
Spain,2005,0.8
Spain,2004,0.8
Spain,2003,0.8
Spain,2000,0.5
Spain,1995,1.2
Spain,1990,0.5
Spain,1985,0.2
Spain,1980,0.5
Sri Lanka,2016,0.9
Sri Lanka,2012,1.9
Sri Lanka,2009,2.8
Sri Lanka,2006,4.4
Sri Lanka,2002,8.8
Sri Lanka,1995,9.5
Sri Lanka,1990,9.3
Sri Lanka,1985,14.1
St. Lucia,2016,4.6
St. Lucia,1995,34.7
Sub-Saharan Africa,2018,40.4
Sub-Saharan Africa,2017,41.2
Sub-Saharan Africa,2016,41.9
Sub-Saharan Africa,2015,42
Sub-Saharan Africa,2014,42.3
Sub-Saharan Africa,2013,43.5
Sub-Saharan Africa,2012,43.9
Sub-Saharan Africa,2011,45.5
Sub-Saharan Africa,2010,47.5
Sub-Saharan Africa,2009,48.9
Sub-Saharan Africa,2008,48.8
Sub-Saharan Africa,2007,49.9
Sub-Saharan Africa,2006,50.8
Sub-Saharan Africa,2005,51.9
Sub-Saharan Africa,2004,53.3
Sub-Saharan Africa,2003,55.8
Sub-Saharan Africa,2002,55.9
Sub-Saharan Africa,2001,57.2
Sub-Saharan Africa,2000,58.4
Sub-Saharan Africa,1999,58.7
Sub-Saharan Africa,1998,58.9
Sub-Saharan Africa,1997,58.7
Sub-Saharan Africa,1996,59.2
Sub-Saharan Africa,1995,60.5
Sub-Saharan Africa,1994,60.8
Sub-Saharan Africa,1993,60.1
Sub-Saharan Africa,1992,58.9
Sub-Saharan Africa,1991,56.9
Sub-Saharan Africa,1990,55.1
Sudan,2014,12.2
Sudan,2009,15.7
Suriname,1999,21.1
Sweden,2018,0.7
Sweden,2017,0.2
Sweden,2016,0.3
Sweden,2015,0.4
Sweden,2014,0.5
Sweden,2013,0.6
Sweden,2012,0.5
Sweden,2011,0.5
Sweden,2010,0.5
Sweden,2009,0.4
Sweden,2008,0.6
Sweden,2007,0.4
Sweden,2006,0.3
Sweden,2005,1
Sweden,2004,0.4
Sweden,2003,0.3
Sweden,2000,0
Sweden,1995,0.2
Sweden,1992,0.2
Sweden,1987,0.2
Sweden,1981,0.2
Sweden,1975,0.5
Sweden,1967,7.7
Switzerland,2018,0
Switzerland,2017,0
Switzerland,2016,0
Switzerland,2015,0
Switzerland,2014,0
Switzerland,2013,0
Switzerland,2012,0
Switzerland,2011,0
Switzerland,2010,0
Switzerland,2009,0
Switzerland,2008,0.1
Switzerland,2007,0
Switzerland,2006,0
Switzerland,2002,0
Switzerland,2000,0
Switzerland,1992,0.5
Switzerland,1982,0.7
Syrian Arab Republic,2003,0.9
Syrian Arab Republic,1996,2.1
Tajikistan,2015,4.1
Tajikistan,2009,4
Tajikistan,2007,9.2
Tajikistan,2004,13.3
Tajikistan,2003,27
Tajikistan,1999,50.7
Tanzania,2017,49.4
Tanzania,2011,49.6
Tanzania,2007,60.3
Tanzania,2000,86.2
Tanzania,1991,72.3
Thailand,2019,0.1
Thailand,2018,0
Thailand,2017,0
Thailand,2016,0
Thailand,2015,0
Thailand,2014,0
Thailand,2013,0
Thailand,2012,0.1
Thailand,2011,0
Thailand,2010,0.1
Thailand,2009,0.2
Thailand,2008,0.1
Thailand,2007,0.3
Thailand,2006,0.7
Thailand,2004,0.7
Thailand,2002,1.1
Thailand,2000,2.4
Thailand,1999,2.5
Thailand,1998,1.5
Thailand,1996,2.2
Thailand,1994,3.1
Thailand,1992,6.6
Thailand,1990,9.2
Thailand,1988,14
Thailand,1981,19.3
The Gambia,2015,10.3
The Gambia,2010,25.4
The Gambia,2003,46.1
The Gambia,1998,70.8
Timor-Leste,2014,22
Timor-Leste,2007,37.4
Timor-Leste,2001,38.5
Togo,2015,51.1
Togo,2011,55
Togo,2006,56.5
Tonga,2015,1
Tonga,2009,1.1
Tonga,2000,2.5
Trinidad and Tobago,1992,3.2
Trinidad and Tobago,1988,0.4
Tunisia,2015,0.2
Tunisia,2010,2
Tunisia,2005,3.4
Tunisia,2000,6
Tunisia,1995,11.8
Tunisia,1990,10.7
Tunisia,1985,15.1
Turkey,2019,0.4
Turkey,2018,0
Turkey,2017,0.1
Turkey,2016,0.2
Turkey,2015,0.2
Turkey,2014,0.2
Turkey,2013,0.3
Turkey,2012,0.1
Turkey,2011,0.1
Turkey,2010,0.8
Turkey,2009,0.7
Turkey,2008,0.6
Turkey,2007,1.3
Turkey,2006,1.8
Turkey,2005,2.3
Turkey,2004,2
Turkey,2003,3.9
Turkey,2002,2.1
Turkey,1994,3
Turkey,1987,2.2
Turkmenistan,1998,49.8
Tuvalu,2010,3.3
Uganda,2016,41.3
Uganda,2012,35.7
Uganda,2009,45.3
Uganda,2005,57
Uganda,2002,65.6
Uganda,1999,67.5
Uganda,1996,63.4
Uganda,1992,64.4
Uganda,1989,58.3
Ukraine,2019,0
Ukraine,2018,0
Ukraine,2017,0
Ukraine,2016,0
Ukraine,2015,0
Ukraine,2014,0
Ukraine,2013,0
Ukraine,2012,0
Ukraine,2011,0
Ukraine,2010,0
Ukraine,2009,0.1
Ukraine,2008,0
Ukraine,2007,0.1
Ukraine,2006,0.1
Ukraine,2005,0.2
Ukraine,2004,0.5
Ukraine,2003,0.6
Ukraine,2002,1.5
Ukraine,1996,5
Ukraine,1995,4.8
Ukraine,1993,1.1
Ukraine,1992,2.7
United Arab Emirates,2018,0
United Arab Emirates,2013,0
United Kingdom,2017,0.3
United Kingdom,2016,0.2
United Kingdom,2015,0.1
United Kingdom,2014,0.2
United Kingdom,2013,0.2
United Kingdom,2012,0.2
United Kingdom,2011,0.4
United Kingdom,2010,0.1
United Kingdom,2009,0.2
United Kingdom,2008,0.3
United Kingdom,2007,0.3
United Kingdom,2006,0.2
United Kingdom,2005,0.5
United Kingdom,2004,0.4
United Kingdom,2003,0.5
United Kingdom,2002,0.2
United Kingdom,2001,0.2
United Kingdom,2000,0.2
United Kingdom,1999,0.2
United Kingdom,1995,1
United Kingdom,1994,0.2
United Kingdom,1991,0.2
United Kingdom,1986,0.7
United Kingdom,1979,0.2
United Kingdom,1974,0.2
United Kingdom,1969,0.2
United States,2018,1
United States,2017,1.2
United States,2016,1
United States,2015,1.2
United States,2014,1.2
United States,2013,1
United States,2012,1
United States,2011,1
United States,2010,1
United States,2009,1
United States,2008,1
United States,2007,1
United States,2006,1
United States,2005,1
United States,2004,1
United States,2003,1
United States,2002,0.7
United States,2001,0.7
United States,2000,0.7
United States,1999,0.7
United States,1998,0.7
United States,1997,0.7
United States,1996,0.5
United States,1995,0.5
United States,1994,0.5
United States,1993,0.5
United States,1992,0.5
United States,1991,0.5
United States,1986,0.5
United States,1979,0.5
United States,1974,0.5
Upper middle income,2019,1.5
Upper middle income,2018,1.6
Upper middle income,2017,1.7
Upper middle income,2016,1.9
Upper middle income,2015,2
Upper middle income,2014,2.4
Upper middle income,2013,2.8
Upper middle income,2012,5.4
Upper middle income,2011,6.3
Upper middle income,2010,8.3
Upper middle income,2009,9.7
Upper middle income,2008,10.9
Upper middle income,2007,11.6
Upper middle income,2006,13
Upper middle income,2005,13.6
Upper middle income,2004,16.5
Upper middle income,2003,19.2
Upper middle income,2002,21.1
Upper middle income,2001,23.9
Upper middle income,2000,25.4
Upper middle income,1999,28
Upper middle income,1998,30.4
Upper middle income,1997,29.5
Upper middle income,1996,29.7
Upper middle income,1995,32.3
Upper middle income,1994,35.8
Upper middle income,1993,38.3
Upper middle income,1992,40.3
Upper middle income,1991,42
Upper middle income,1990,43
Upper middle income,1989,44.5
Upper middle income,1988,37.2
Upper middle income,1987,41
Upper middle income,1986,43.4
Upper middle income,1985,46.4
Upper middle income,1984,49.7
Upper middle income,1983,53.4
Upper middle income,1982,55.2
Upper middle income,1981,56.7
Uruguay,2019,0.1
Uruguay,2018,0.1
Uruguay,2017,0.1
Uruguay,2016,0.1
Uruguay,2015,0.1
Uruguay,2014,0.1
Uruguay,2013,0.2
Uruguay,2012,0.2
Uruguay,2011,0.1
Uruguay,2010,0.2
Uruguay,2009,0.2
Uruguay,2008,0.2
Uruguay,2007,0.3
Uruguay,2006,0.5
Uruguay,2005,0.7
Uruguay,2004,0.8
Uruguay,2003,0.7
Uruguay,2002,0.5
Uruguay,2001,0.4
Uruguay,2000,0.5
Uruguay,1998,0.6
Uruguay,1997,0.5
Uruguay,1996,0.5
Uruguay,1995,0.4
Uruguay,1992,0.5
Uzbekistan,2003,61.6
Uzbekistan,2002,57.5
Uzbekistan,2000,61.5
Uzbekistan,1998,39.9
Vanuatu,2010,13.2
Venezuela,2006,6.7
Venezuela,2005,13.9
Venezuela,2004,15.8
Venezuela,2003,18.8
Venezuela,2002,15.5
Venezuela,2001,9.3
Venezuela,1999,11.1
Venezuela,1998,9.8
Venezuela,1995,9.4
Venezuela,1992,4.3
Venezuela,1989,5
Venezuela,1987,6.3
Venezuela,1981,6
Vietnam,2018,1.8
Vietnam,2016,1.8
Vietnam,2014,2.6
Vietnam,2012,2.7
Vietnam,2010,4
Vietnam,2008,14.1
Vietnam,2006,18.8
Vietnam,2004,25.8
Vietnam,2002,37
Vietnam,1997,31.4
Vietnam,1992,52.3
West Bank and Gaza,2016,0.8
West Bank and Gaza,2011,0.2
West Bank and Gaza,2010,0.2
West Bank and Gaza,2009,0.3
West Bank and Gaza,2007,1.5
West Bank and Gaza,2006,0.3
West Bank and Gaza,2005,0.7
West Bank and Gaza,2004,0.8
World,2017,9.3
World,2016,9.7
World,2015,10.1
World,2014,10.7
World,2013,11.4
World,2012,12.9
World,2011,13.9
World,2010,16
World,2009,17.6
World,2008,18.4
World,2007,19.1
World,2006,20.3
World,2005,21
World,2004,22.9
World,2003,24.7
World,2002,25.7
World,2001,26.9
World,2000,27.8
World,1999,28.8
World,1998,29.9
World,1997,29.6
World,1996,29.7
World,1995,31.3
World,1994,33.2
World,1993,34.3
World,1992,35.1
World,1991,36
World,1990,36.2
World,1989,36.9
World,1988,33.8
World,1987,35.8
World,1986,36.8
World,1985,38.2
World,1984,39.8
World,1983,41.4
World,1982,42.3
World,1981,42.7
Yemen,2014,18.3
Yemen,2005,9.4
Yemen,1998,7
Zambia,2015,58.7
Zambia,2010,65.8
Zambia,2006,62.1
Zambia,2004,58.4
Zambia,2002,52.1
Zambia,1998,43.8
Zambia,1996,43.6
Zambia,1993,56.2
Zambia,1991,55.2
Zimbabwe,2019,39.5
Zimbabwe,2017,33.9
Zimbabwe,2011,21.4
,,
footnoteSeqID,Footnote,
1,Based on data from HBS. Estimated from unit-record consumption data.,
2,Based on data from LSMS. Estimated from unit-record consumption data.,
3,Based on data from EWS. Estimated from unit-record consumption data.,
4,Based on data from ENCNVM. Estimated from grouped consumption data.,
5,Based on data from ENMNV. Estimated from grouped consumption data.,
6,Based on data from EDCM. Estimated from grouped consumption data.,
7,Based on data from IDREA. Estimated from unit-record consumption data.,
