Country or Area,Year,Value
32,"Source: WB Staff estimates. Cambodia Poverty Assessment 2013 Where Have All The Poor Gone?"""," May 2013. The welfare measure used is consumption per capita. Poverty line is absolute. World Bank estimate."""
33,Source: Institut National de la Statistique: PRESENTATION DES PREMIERS RESULTATS DE LA QUATRIEME ENQUÃŠTE CAMEROUNAISE AUPRES DES MENAGES (ECAM 4) DE 2014. Poverty line is absolute. Government estimate.,
34,"Source: Institut National de la Statistique: Tendances, profil et dÃ©terminants de la pauvretÃ© au Cameroun entre 2001-2007. Poverty line is absolute. Government estimate.",
35,Source: CAR2008 Rapport ECASEB et Profil 2008 pagine tabulÃ© finalysÃ©. Poverty line is absolute. Government estimate.,
36,Source: INSEED,
37,Source: Ministry of Social Development. Encuestade CaracterizaciÃ³n SocioeconÃ³mica Nacional(CASEN). Poverty line is absolute.,
38,Source: 2020 China Yearbook. Povertyline is absolute. Government estimate.,
39,Source: DANE. Gran Encuesta Continua de Hogares; Moderate Poverty Line (individuals). (www.dane.gov.co) . Poverty line is absolute. Government estimate.,
40,Source: EESIC 2014 survey,
41,"Source: Poverty Assessment, 2017",
42,Source: INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2018. Poverty line is absolute. Government estimate.,
43,Source: INEC/Encuesta Nacional de Hogares (Enaho) 2010 - 2017. Poverty line is absolute. Government estimate.,
44,"Source: World Bank, 2016 DRC-Poverty Assessment using the 1-2-3 Household Surveys, 2005 and 2012. Poverty line is absolute.",
45,"Source: Directorate of Statistiques and Demographic Studies, Djibouti. Poverty line is absolute. Government estimate.",
46,Source: Encuesta Nacional Continua de Fuerza de Trabajo (ENCFT) Poverty line is absolute. Government estimate.,
47,"Source: INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",
48,Source: Central Administration for Public Mobilization and Statistics. Poverty line is absolute. Government estimate.,
49,Source: DIGESTYC - Encuesta de Hogares de Propositos Multiples 2019 Poverty line is absolute. Government estimate.,
50,Source: DIGESTYC - Encuesta de Hogares de Propositos Multiples 2018 Poverty line is absolute. Government estimate.,
51,Source: DIGESTYC - Encuesta de Hogares de Propositos Multiples 2007-2017 Poverty line is absolute. Government estimate.,
52,Source: PROFIL DE LA PAUVRETE EN GUINEE EQUATORIALE EN 2006. Poverty line is absolute. Government estimate.,
53,Source: Eritrea Poverty Assessment. Poverty line is absolute. Government estimate.,
54,Source: Swaziland Centrral Statistics Office Poverty line is absolute. Government estimate.,
55,"Source: FDRE, 2017",
56,"Source: Ministry of Finance and Economic Development (MoFED): Ethiopia: Building on Progress, A Plan for Accelerated and Sustained Development to End Poverty (PASDEP), Volume I: Main Text. Poverty line is absolute. Government estimate.",
57,Source: Fiji Bureau of Statistics official release,
58,"Source: WB Staff estimates. Report No. 116491-FL, Â 2017 Republic of Fiji, Systematic Country Diagnostic. The welfare measure used isÂ  consumption per adult equivalent. Poverty line is absolute. World Bank estimate.",
59,"Source: WB Staff estimates. Report No. 63842-FJ, Sept 2011. &quot;Poverty Trends,Profiles &amp; Small Area Estimation in Fiji (2003-09) The welfare measure used is consumption per adult equivalent. Poverty line is absolute. World Bank estimate.",
60,Source: Gabon: EnquÃªte Gabonaise sur lâ€™Ã©valuation et le suivi de la pauvretÃ© from 2017. Poverty line is absolute. Government estimate.,
61,Source: Gabon: Diagnostique de la Pauvrete and EnquÃªte Gabonaise sur lâ€™Ã©valuation et le suivi de la pauvretÃ© from 2005. Poverty line is absolute. Government estimate.,
62,Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.,
63,Source: Poverty Profile in Ghana (2005 - 2017). Poverty line is absolute. Government estimate.,
64,Source: Poverty Profile in Ghana (2005 - 2013). Poverty line is absolute. Government estimate.,
65,Source: Poverty Profile in Ghana (2005-2013). Poverty line is absolute. Government estimate.,
66,"Source: National Statistical Institute, Encuesta nacional de condiciones de vida. Poverty line is absolute. Government estimate.",
67,Source: NSO,
68,Source: InquÃ©rito Ligeiro para AvaliaÃ§Ã£o da Pobreza (ILAP2): Resultados definitivos. Poverty line is absolute. Government estimate.,
69,Source: AvaliaÃ§Ã£o da Pobreza na GuinÃ©-Bissau. ILAP 2002. Poverty line is absolute. Government estimate.,
70,Source: EnquÃªte sur les conditions de vie des mÃ©nages aprÃ¨s le sÃ©isme 2012 Poverty line is absolute. Government estimate.,
71,Source: INE. Encuesta Permanente de Hogares de PropÃ³sitos Multiples (EPHPM). Individual Poverty. Poverty line is absolute. Government estimate. Population estimate is projection from official 2013 Census. Gini is from SEDLAC.,
72,"Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate.",
73,"Source: Press Note on Poverty Estimates, 2009-10. Government of India, Planning Commision. March 2012. Estimates based on Tendulkar Methodology. WB staff estimates of poverty gap. Poverty line is absolute. Government estimate.",
74,"Source: Press Note on Poverty Estimates, 2011-12. Government of India, Planning Commision. July 2013. Estimates based on Tendulkar Methodology, using Mixed Reference Period. Poverty line is absolute. Government estimate.",
75,"Source: Biro Pusat Statistik (BPS), Indonesia. Poverty line is absolute. Government estimate.",
76,Source: World Bank (2014). Iraq Poverty and Inclusion Assessment. Poverty line is absolute. World Bank estimate.,
77,Source: Jamaica Survey of Living Conditions; Moderate Poverty Line (individuals) (www.pioj.gov.jm). Poverty line is absolute. Government estimate.,
78,Source: Jordan Department of Statistics Poverty line is absolute. Government estimate.,
79,Source: The Household Budget Survey of Kazakhstan. Poverty line is absolute. Government estimate.,
80,Source: Kenya National Bureau of Statistics: Basic report on Well-being in Kenya. Poverty line is absolute. Government estimate.,
81,"Source: GOK and UNDP (2010), Kiribati: Analysis of the 2006 Household Income and Expenditure Survey The welfare measure used is consumption per adult equivalent. Poverty line is absolute.",
82,"Source: Official Reports from KAS and WB (2012-2015, 2009-2011) and WB Kosovo Poverty Assessment 2007",
83,Source: National Statistical Committee of the Kyrgyz Republic. Poverty line is absolute. Government estimate.,
84,Source: Government of Lao PDR,
85,Source: CAS and World Bank (2015). Measuring poverty in Lebanon using 2011 HBS. The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.,
86,Source: CMSHBS 2017/18 Poverty line is absolute. Government estimate.,
87,Source: World Bank: Poverty Assessment. Poverty line is absolute. Government estimate.,
88,Source: HIES 2016. Poverty line is absolute. World Bank estimate.,
89,Source: HIES 2014. Poverty line is absolute. World Bank estimate.,
90,Source: CWIQ 2007 Poverty line is absolute. World Bank estimate.,
91,"Source: EPM 2010, ENSOMD 2012 and World Bank Poverty Assessment 2016. Poverty line is absolute.",
92,"Source: Madagascar Poverty, Gender and Inequality Assessment. Poverty line is absolute. Government estimate.",
93,Source: INTEGRATED HOUSEHOLD SURVEY IV. Poverty line is absolute.,
94,Source: INTEGRATED HOUSEHOLD SURVEY 2010-2011: HOUSEHOLD SOCIO-ECONOMIC CHARACTERISCTICS REPORT. Poverty line is absolute. Government estimate.,
95,"Source: PMS policy brief No. 2 (revised) The state of Malawiâ€™s poor: The incidence, depth, and severity of poverty. Poverty line is absolute. Government estimate.",
96,Source: Department of Statistics Malaysia Poverty line is absolute. Government estimate.,
97,Source: National Bureau of Statistics (NBS) HIES 2016 Poverty report (http://statisticsmaldives.gov.mv/nbs/wp-content/uploads/2018/10/HIES2016-PovertyInequality_Report-ENG.pdf). Poverty line is relative. Government estimate.,
98,Source: EMOP,
99,"Source: Geography of Poverty in Mali, World Bank 2015. http://documents.worldbank.org/curated/en/877031468299934506/Mali-Geography-of-poverty-in-Mali",
100,Source: ONS Poverty line is absolute. Government estimate.,
101,"Source: HBS, income based relative (50% of median income) poverty line in per adult equivalent terms",
102,Source: HBS,
103,Source: CONEVAL using MCS-ENIGH and MEC-MCS-ENIGH. Poverty line is absolute.,
104,"Source: Poverty Profile of The Federated States of Micronesia: Technical Report, September 2016. The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.",
105,"Source: GOF and UNDP (2008), Federated States of Micronesia: Analysis of the 2005 Household Income and Expenditure Survey The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.",
106,Source: National Bureau of Statistics of the Republic of Moldova. Poverty line is absolute. Government estimate.,
107,Source: National Statistical Office of Mongolia and World Bank. Poverty line is absolute. World Bank and Government estimate.,
108,Source: National Statistical Office of Mongolia. Poverty line is absolute. Government estimate.,
109,Source: Royaume du Maroc Haut-Commissariat au Plan.,
110,Source: Royaume du Maroc Haut-Commissariat au Plan. Dynamiques de la pauvretÃ© au Maroc.(http://www.hcp.ma/file/111923/) and http://www.hcp.ma/Indices-de-la-pauvrete-vulnerabilite-et-inegalite-selon-le-milieu-de-residence-1985-2007_a658.html. Poverty line is absolute. Government estimate.,
111,Source: Royaume du Maroc Haut-Commissariat au Plan. Dynamiques de la pauvretÃ© au Maroc. (http://www.hcp.ma/file/111923/) and http://www.hcp.ma/Indices-de-la-pauvrete-vulnerabilite-et-inegalite-selon-le-milieu-de-residence-1985-2007_a658.html. Poverty line is absolute. Government estimate.,
112,Source: Royaume du Maroc Haut-Commissariat au Plan. Dynamiques de la pauvretÃ© au Maroc. (http://www.hcp.ma/file/111923/). Poverty line is absolute. Government estimate.,
113,Source: InquÃ©rito Sobre OrÃ§amento Familiar (IOF). Poverty line is absolute. Government estimate.,
114,Source: POBREZA E BEM-ESTAR EM MOÃ‡AMBIQUE: TERCEIRA AVALIAÃ‡ÃƒO NACIONAL. Poverty line is absolute. Government estimate.,
115,Source: World Bank using MLCS/EAPPOV/GMD,
116,Source: World Bank using MPLCS/EAPPOV/GMD.,
117,Source: World Bank using IHLCA/EAPPOV/GMD,
118,"Source: NHIES 2015/2016 survey report, Namibia Statistics Agency. Government Estimate.",
119,"Source: Poverty Dynamics Report in Namibia: A comparative study using the 1993/04, 2003/04 and the 2009/10 NHIES surveys. Poverty line is absolute. Government estimate.",
120,"Source: Poverty dynamics in Namibia: A comparative study using the 1993/94, 2003/04 and the 2009/10 NHIES surveys. Poverty line is absolute. Government estimate.",
121,"Source: Poverty in Nepal, Nepal Living Standards Survey (NLSS-III, 2010-11), Central Bureau of Statistics (CBS). Poverty line is absolute. Government estimate.",
122,"Source: INIDE / EMNV 2001, 2005, 2009, 2014, and 2016. Poverty line is absolute. Government estimate.",
123,Source: NBS Poverty line is absolute. Government estimate.,
124,"Source: State Statistical Office, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
125,Source: HIES and World Bank Staff calculations. The welfare measure used is consumption per adult equivalent. Poverty line is absolute.,
126,"Source: Poverty in Pakistan, Raising the Bar. HIES and World Bank Staff calculations. The welfare measure used is consumption per adult equivalent. Poverty line is absolute.",
127,"Source: GOP and UNDP. 2008, Palau: Analysis of the 2006 Household Income and Expenditure Survey The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.",
128,Source: Ministerio de EconomÃ­a y Finanzas. Poverty line is absolute. Government estimate.,
129,Source: Papua New Guinea Poverty Profile.Based on the 2009/10 Household Income and Expenditure Survey Draft Technical Report; June 2012. GINI index from the WB staff estimates using the dataset The welfare measure used is consumption per adult equivalent. Poverty line is absolute. World Bank estimate.,
130,"Source: DirecciÃ³n General de EstadÃ­stica, Encuestas y Censos. Poverty line is absolute. Government estimate.",
131,Source: INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,
132,Source: The Philippines Statistics Authority (PSA). Poverty line is absolute. Government estimate.,
133,"Source: Poland: Growth, Employment and Living Standards in Pre-Accession Poland, Report No. 28233-POL, Mar 2004. Poverty line is absolute. World Bank estimate.",
134,"Source: Romania: Poverty Assessment Analytical and Advisory Assistance Program, First Phase Report, Fiscal Year 2007, Report No. 40120-RO, Nov 2007. Poverty line is absolute. World Bank estimate.",
135,Source: Federal State Statistics Service. The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.,
136,Source: Integrated Household Living Conditions Survey (EnquÃªte IntÃ©grale sur les Conditions de Vie des MÃ©nages). Poverty line is absolute. Government estimate.,
137,Source: World Bank Poverty Assessment (2019),
138,Source: World Bank Staff Calculation based on welfare aggregate provided by NSO and home production consumed.,
139,"Source: GOS and UNDP (2010), Samoa: a Report on the Estimation of Basic Needs Poverty Lines, and the Incidence and Characteristics of hardship & Poverty The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.",
141,Source: Poverty line is absolute. Government estimate.,
142,Source: DRSP Document de StratÃ©gie pour la croissance et la RÃ©duction de la PauvretÃ© 2006-2010.,
143,Source: National Bureau of Statistics (NBS): Statistical Bulletin The welfare measure used is income per adult equivalent. Poverty line is absolute. Government estimate.,
144,"Source: Solomon Island Poverty Profile based on the 2012/13 Household Income and Expenditure Survey, December 2015. (Not comparable with 2005 Estimate.) The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.",
145,"Source: Solomon Island Poverty Profile based on the 2012/13 Household Income and Expenditure Survey, December 2015 The welfare measure used is consumption per adult equivalent. Poverty line is absolute. Government estimate.",
146,Source: Poverty Trends in South Africa : An examination of absolute poverty between 2006 and 2015. Poverty line is absolute. Government estimate.,
147,"Source: The High Frequency Survey, National Bureau of Statistics, World Bank Estimate.",
148,Source: A Poverty Profile for the Southern States of Sudan. Poverty line is absolute. Government estimate.,
149,Source: Department of Census and Statistics and World Bank staff calculations based on Household Income and Expenditure Survey Poverty line is absolute.,
150,Source: Saint Lucia National Report of Living Conditions 2016,
151,Source: A Poverty Profile for the Northern States of Sudan. Poverty line is absolute. Government estimate.,
152,"Source: Khalid Abu-Ismail, Ali Abdel-Gadir and Heba El-Laithy (2011) Poverty and Inequality in Syria (1997-2007) Arab Development Challenges Report Background Paper 2011/15. (http://arabstates.undp.org/content/dam/rbas/doc/poverty/BG_15_Poverty%20and%20Inequality%20in%20Syria_FeB.pdf). Poverty line is absolute. Government estimate.",
153,Source: Government of Syria and UNDP. Poverty in Syria 1996 - 2004. (http://www.cbssyr.sy/Poverty%20in%20syria%20EN.htm). Poverty line is absolute. Government estimate.,
154,Source: TajStat. Poverty line is absolute. Government estimate.,
155,Source: Tanzania Mainland Household Budget Survey. Poverty line is absolute. Government estimate.,
156,"Source: National Statistical Office. Thailand Socio-economic Survey (SES), compiled by Office of the National Economic and Social Development Board, NESDB The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.",
157,Source: Integrated Household Survey Income and Expenditure Poverty Assessment-2015. Poverty line is absolute. Government estimate.,
158,Source: Integrated Household Survey Income and Expenditure Poverty Assessment-2010. Poverty line is absolute. Government estimate.,
159,Source: The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.,
160,"Source: World Bank and Directorate of National Statistics, Timor-Leste - Poverty in a young nation"""," 2008 The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate."""
161,Source: Institut National de la Statistique et des Etudes Economiques et DÃ©mographiques: Togo- Profil de Pauvrete 2006-2011-2015. Poverty line is absolute. Government estimate.,
162,Source: Institut National de la Statistique et des Etudes Economiques et DÃ©mographiques: TOGO - PROFIL DE PAUVRETE 2006-2011. Poverty line is absolute. Government estimate.,
163,"Source: GOT (2010), 2nd National Millennium Development Goals Report The welfare measure used is consumption per capita. Poverty line is absolute. Government estimate.",
164,Source: Institut National de la Statistique. Poverty line is absolute. Government estimate.,
165,Source: TurkStat. Poverty line is relative. Government estimate. (www.tuik.gov.tr),
166,Source: Eurostat,
167,Source: UNDP. Preliminary Analysis of Hardship and Poverty from HIES 2010 The welfare measure used is consumption per adult equivalent. Poverty line is absolute.,
168,Source: Uganda Bureau of Statistics. Poverty line is absolute. Government estimate.,
169,Source: UGANDA BUREAU OF STATISTICS: UGANDA NATIONAL HOUSEHOLD SURVEY 20002/2003 REPORT ON THE SOCIO-ECONOMIC SURVEY. Poverty line is absolute. Government estimate.,
170,Source: State Statistics Service of Ukraine The welfare measure used is income per adult equivalent. Poverty line is absolute. Government estimate.,
171,"Source: State Statistics Service of Ukraine (2013). Poverty Measurement in Ukraine: Criteria, Challenges and Prospects. (http://www.unece.org/fileadmin/DAM/stats/documents/ece/ces/ge.15/2013/WP_12_Ukraine_D_En.pdf). Poverty line is absolute. Government estimate.",
172,Source: State Statistics Service of Ukraine The welfare measure used is income per adult equivalent. Poverty line is absolute.,
173,Source: Instituto Nacional de Estadistica de Uruguay (INE) - Encuesta Continua de Hogares (ECH). Poverty line is absolute. Government estimate.,
174,"Source: Most Recent Comparable Series:2012,2013. 2nd Most Recent Comparable Series:2010,2011. 3rd Most Recent Comparable Series:2001,2002,2003,2004,2005. The complete series can be downloaded from the databank, http://databank.worldbank.org/data/reports.aspx?source=poverty-and-equity-database.",
175,"Source: UNDP, 2012. Vanuatu HIES & Poverty Analysis: Technical Notes on Poverty Concepts & Measurement and Preliminary Results of 2010 HIES Analysis. Poverty line is absolute. Government estimate.",
176,Source: Encuesta de Hogares Por Muestreo; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.,
177,"Source: Vietnam Household Living Standards Survey (VHLSS), 2018 Poverty line is absolute. Government estimate.",
178,"Source: Vietnam Household Living Standards Survey (VHLSS), 2016 Poverty line is absolute. Government estimate.",
179,"Source: Vietnam Household Living Standards Survey (VHLSS), 2014 Poverty line is absolute. Government estimate.",
180,"Source: Vietnam Household Living Standards Survey (VHLSS), 2012 Poverty line is absolute. Government estimate.",
181,"Source: Vietnam Household Living Standards Survey (VHLSS), 2010 Poverty line is absolute. Government estimate.",
182,Source: Palestinian Central Bureau of Statistics,
183,Source: Central Statistics Office of Yemen. Poverty line is absolute. Government estimate.,
184,"Source: The Government of Yemen, The World Bank and the UNDP, 2007. Yemen Poverty Assessment, Volume 1. Poverty line is absolute. Government estimate.",
185,Source: Living Conditions Monitoring Survey. Poverty line is absolute. Government estimate.,
186,Source: Mini-PICES 2019 (April/ May 2019) Poverty line is absolute. Government estimate.,
187,Source: Poverty Income and Consumption Expenditure Survey (PICES) 2017. Poverty line is absolute. Government estimate.,
188,Source: Poverty Income and Consumption Expenditure Survey (PICES) 2011/12. Poverty line is absolute. Government estimate.,
189,"Source: Poverty in Zimbabwe 2001, Government of Zimbabwe, Central Statistical Office. Poverty line is absolute. Government estimate.",
