Country Name,Country Code,Time,Time Code,"Use of IMF credit (DOD, current US$) [DT.DOD.DIMF.CD]","Net financial flows, IMF concessional (NFL, current US$) [DT.NFL.IMFC.CD]","Net financial flows, IMF nonconcessional (NFL, current US$) [DT.NFL.IMFN.CD]","IMF repurchases and charges (TDS, current US$) [DT.TDS.DIMF.CD]"
Guatemala,GTM,2006,YR2006,41638783.2,..,..,1694698.4
Guatemala,GTM,2007,YR2007,43738159.5,..,..,1495845
Guatemala,GTM,2008,YR2008,42631593.1,..,..,349579
Guatemala,GTM,2009,YR2009,314966170.3,..,..,724422.1
Guatemala,GTM,2010,YR2010,309408972,..,..,990108.6
Guatemala,GTM,2011,YR2011,308452635.6,..,..,338867.8
Guatemala,GTM,2012,YR2012,308784138.7,..,..,92071.8
Guatemala,GTM,2013,YR2013,309402940,..,..,398155.1
Guatemala,GTM,2014,YR2014,291080866.5,..,0,151963.2
Guatemala,GTM,2015,YR2015,278408516.1,..,..,141311.6
Guatemala,GTM,2016,YR2016,270091038.1,..,..,236309.9
Guatemala,GTM,2017,YR2017,286124232.9,..,..,148381
Guatemala,GTM,2018,YR2018,279425324.9,..,..,269045.7
Guatemala,GTM,2019,YR2019,277824870.7,..,..,2757839.8
Guatemala,GTM,2020,YR2020,289365777.8,..,..,877632.3
Guinea,GIN,1990,YR1990,51451921.6,-989721.4,-13237014.4,16265914.8
Guinea,GIN,1991,YR1991,54907057.6,-124537.8,3161344.7,9624994.5
Guinea,GIN,1992,YR1992,63690000,..,11177340.3,1370580
Guinea,GIN,1993,YR1993,60442132.1,..,-3234045,3545440.5
Guinea,GIN,1994,YR1994,71001262.3,..,6633313.6,6120635.3
Guinea,GIN,1995,YR1995,93813871.1,..,21962012.6,9167148.8
Guinea,GIN,1996,YR1996,82425306.8,..,-8405835.3,8839919
Guinea,GIN,1997,YR1997,99026851.5,..,22117894.9,10829828.5
Guinea,GIN,1998,YR1998,126787472.4,..,22593058.7,9968244.2
Guinea,GIN,1999,YR1999,151400201.5,..,3635896.7,8657040.6
Guinea,GIN,2000,YR2000,135802309.3,..,-8019550.4,9623478.5
Guinea,GIN,2001,YR2001,145388580.2,..,17673070.1,9509452.5
Guinea,GIN,2002,YR2002,162915360.2,..,6615478,11464788.8
Guinea,GIN,2003,YR2003,162418007,..,-12552831.2,13617853.5
Guinea,GIN,2004,YR2004,149273768.2,..,-19086839,19997993.3
Guinea,GIN,2005,YR2005,112503558.8,..,-25713102.7,27344153
Guinea,GIN,2006,YR2006,98544217.6,..,-19437293.1,20921278.4
Guinea,GIN,2007,YR2007,92498353.5,..,-10668791.9,22445135.1
Guinea,GIN,2008,YR2008,97828708.8,..,7870581.8,20501855
Guinea,GIN,2009,YR2009,219612684.9,..,-12785637.3,13482103.2
Guinea,GIN,2010,YR2010,205396582.4,..,-10246636.9,10757701.9
Guinea,GIN,2011,YR2011,198841731.5,..,-6080019.9,6252844.5
Guinea,GIN,2012,YR2012,214693593.6,..,15541516,40597879.3
Guinea,GIN,2013,YR2013,243398540,..,28008148.8,202891.3
Guinea,GIN,2014,YR2014,320976958.3,..,96489022.3,77501.2
Guinea,GIN,2015,YR2015,339865667.3,..,33180240.6,30040604.9
Guinea,GIN,2016,YR2016,379076013.9,..,51042949,120935.1
Guinea,GIN,2017,YR2017,426088145.3,..,23865768.9,76270.6
Guinea,GIN,2018,YR2018,463991710.9,..,48748252.6,137354.9
Guinea,GIN,2019,YR2019,481053215.3,..,19702803.7,5486664.3
Guinea,GIN,2020,YR2020,668071408.5,..,161560963.7,60020298.5
Guinea-Bissau,GNB,1990,YR1990,5334975,..,..,24437.6
Guinea-Bissau,GNB,1991,YR1991,5364112.7,..,..,38319.3
Guinea-Bissau,GNB,1992,YR1992,5156250,..,..,26763.6
Guinea-Bissau,GNB,1993,YR1993,4738781.8,-418917.7,..,444052.8
Guinea-Bissau,GNB,1994,YR1994,4598527.4,-429618.8,..,441075.3
Guinea-Bissau,GNB,1995,YR1995,5908797.8,1251720.9,..,1166755.6
Guinea-Bissau,GNB,1996,YR1996,7657137.2,1959909.8,..,1138199.5
Guinea-Bissau,GNB,1997,YR1997,12194521.1,5109422.3,..,1082982.8
Guinea-Bissau,GNB,1998,YR1998,15417928.9,2595515.3,..,682459.1
Guinea-Bissau,GNB,1999,YR1999,18998831.8,-615326.6,2912546,764336.5
Guinea-Bissau,GNB,2000,YR2000,26299759.5,6492142.6,1872987.1,567987.6
Guinea-Bissau,GNB,2001,YR2001,24707814.5,..,..,339962.2
Guinea-Bissau,GNB,2002,YR2002,25082328.3,-1191278.1,-344434.8,1795091.8
Guinea-Bissau,GNB,2003,YR2003,22270826.7,-2607363.2,-2235282.4,5038526.1
Guinea-Bissau,GNB,2004,YR2004,17672322,-3112226.2,-2236356.9,5509996.9
Guinea-Bissau,GNB,2005,YR2005,13232753.3,-2870471.6,-262966.5,3252423.7
Guinea-Bissau,GNB,2006,YR2006,10031941,-3812416.8,..,3936678.8
Guinea-Bissau,GNB,2007,YR2007,7107016.4,-3323568.2,..,3422771.4
Guinea-Bissau,GNB,2008,YR2008,10465210.4,-1979105.9,5611682.1,2127202.3
Guinea-Bissau,GNB,2009,YR2009,31268763.8,-1567162.2,2737906.4,1728817.9
Guinea-Bissau,GNB,2010,YR2010,24669366.3,15709475.3,-8125590.7,8247569.8
Guinea-Bissau,GNB,2011,YR2011,32005400.6,7612639,..,22946.6
Guinea-Bissau,GNB,2012,YR2012,32039797.7,..,..,6234.6
Guinea-Bissau,GNB,2013,YR2013,32104005.8,..,..,26980.3
Guinea-Bissau,GNB,2014,YR2014,35346496.2,5394693,0,10637.4
Guinea-Bissau,GNB,2015,YR2015,37743143.7,3973513.9,..,9793.9
Guinea-Bissau,GNB,2016,YR2016,42514491.9,6099576.8,..,1021693
Guinea-Bissau,GNB,2017,YR2017,51604928,6395637.8,..,2017704.5
Guinea-Bissau,GNB,2018,YR2018,52594174,2237327.6,..,2068820
Guinea-Bissau,GNB,2019,YR2019,50290600.8,-2000677.4,..,2187204.6
Guinea-Bissau,GNB,2020,YR2020,48861107.7,-3401870,..,3461771.9
Guyana,GUY,1990,YR1990,112947822.7,-12034143.1,9969168.9,146140711.6
Guyana,GUY,1991,YR1991,149417001.8,-1540984.5,35842259,8627323.3
Guyana,GUY,1992,YR1992,167981000,..,24949344.9,5537255.8
Guyana,GUY,1993,YR1993,176642556.9,..,8984389.3,8740020.6
Guyana,GUY,1994,YR1994,178468116.7,..,-9095029.2,25535107.1
Guyana,GUY,1995,YR1995,171832299.4,..,-10097215.4,26463656.2
Guyana,GUY,1996,YR1996,168393747.1,..,2192195.4,25396075.5
Guyana,GUY,1997,YR1997,157101268.2,..,-920604.2,26658992
Guyana,GUY,1998,YR1998,154177880.6,..,-9411965.4,22392255.7
Guyana,GUY,1999,YR1999,160151324.8,..,-2347812.9,16102355.4
Guyana,GUY,2000,YR2000,136352137.3,..,-7371918.9,17999936.2
Guyana,GUY,2001,YR2001,115871762.7,..,-5475570.8,6430414.4
Guyana,GUY,2002,YR2002,115911315.7,..,-1827058.1,9869971.8
Guyana,GUY,2003,YR2003,116954754.8,..,163659.6,8976268.9
Guyana,GUY,2004,YR2004,110630220.4,..,2715046.9,7061146.3
Guyana,GUY,2005,YR2005,111666006.6,..,19614643.2,8419262.8
Guyana,GUY,2006,YR2006,77611996,..,27250466.9,1110369.7
Guyana,GUY,2007,YR2007,81525097.5,..,0,1068482.5
Guyana,GUY,2008,YR2008,79462529.3,..,0,479118.3
Guyana,GUY,2009,YR2009,194621299.9,..,0,599361.5
Guyana,GUY,2010,YR2010,189759833.9,..,-1414539.5,1849807.8
Guyana,GUY,2011,YR2011,182057338.5,..,-7308322.7,7455205.6
Guyana,GUY,2012,YR2012,170861349.8,..,-11322362.5,11362271.2
Guyana,GUY,2013,YR2013,159788860,..,-11306993.4,11479374.7
Guyana,GUY,2014,YR2014,139588017.8,..,-11263511,11330374.8
Guyana,GUY,2015,YR2015,124524521.2,..,-9073323.2,9134884.7
Guyana,GUY,2016,YR2016,117071131.3,..,-3860192.5,3963056.8
Guyana,GUY,2017,YR2017,124020729.7,..,..,65176.7
Guyana,GUY,2018,YR2018,121117083.8,..,..,116114.5
Guyana,GUY,2019,YR2019,120423365.9,..,..,1195156
Guyana,GUY,2020,YR2020,125425779.4,..,..,380307.3
Haiti,HTI,1990,YR1990,37597727.5,-7009260.3,..,14907055.5
Haiti,HTI,1991,YR1991,32585760.8,-4389094.3,..,6545673.5
Haiti,HTI,1992,YR1992,35083047.7,..,..,..
Haiti,HTI,1993,YR1993,33786289.1,..,..,..
Haiti,HTI,1994,YR1994,34952992.7,..,..,4241.2
Haiti,HTI,1995,YR1995,28689370.7,2115029,-9327277.9,37466228.1
Haiti,HTI,1996,YR1996,24875193,..,-2582637.1,3683625.3
Haiti,HTI,1997,YR1997,43106507.5,..,19945738.9,2336050.3
Haiti,HTI,1998,YR1998,37882715.2,-5325182.7,..,6464367.3
Haiti,HTI,1999,YR1999,67021261.4,9574233.8,..,13287252.2
Haiti,HTI,2000,YR2000,57168160.9,-5703096.3,..,7656910
Haiti,HTI,2001,YR2001,56777023.6,..,..,1476876.7
Haiti,HTI,2002,YR2002,48727899.6,-7282944,-1941691.7,10231960.3
Haiti,HTI,2003,YR2003,37484804.4,-10405443.4,-4163274.4,15209116.1
Haiti,HTI,2004,YR2004,31267452.1,-2777497.3,-4443702.8,7727796.9
Haiti,HTI,2005,YR2005,41280620.8,15308709.1,-4541733.3,5632647.2
Haiti,HTI,2006,YR2006,52690169,14931754.5,-4423413.9,6494475.2
Haiti,HTI,2007,YR2007,76893840.1,-30919299.3,51619751.3,34629615.1
Haiti,HTI,2008,YR2008,126099003.9,..,50452221.8,476084.9
Haiti,HTI,2009,YR2009,290747738.7,..,57389623.6,3969289.2
Haiti,HTI,2010,YR2010,134918560.6,..,124795793.9,809051.8
Haiti,HTI,2011,YR2011,148178998.6,..,13063507.6,133984.7
Haiti,HTI,2012,YR2012,169070289.7,..,22392438.1,36454.9
Haiti,HTI,2013,YR2013,178232482.5,..,9926615.3,154535.2
Haiti,HTI,2014,YR2014,177106529.6,..,5032336.6,59908.8
Haiti,HTI,2015,YR2015,177541638.3,..,9959907,55332.8
Haiti,HTI,2016,YR2016,215979833.2,..,39464633.7,3523827.5
Haiti,HTI,2017,YR2017,212665673.6,..,-5856919.7,5914677.5
Haiti,HTI,2018,YR2018,200579866.3,..,-9550624,9655857.2
Haiti,HTI,2019,YR2019,185491424.1,..,-10659792.2,11739755.6
Haiti,HTI,2020,YR2020,291051204.7,..,97644488.3,15784121.4
Honduras,HND,1990,YR1990,32238898.2,-4826419.1,-1015516.6,40586722.5
Honduras,HND,1991,YR1991,33686627.8,-128643.5,1345282.1,4670852.7
Honduras,HND,1992,YR1992,111856250,..,81417803.6,6075345.8
Honduras,HND,1993,YR1993,118141265,..,6508585.4,9107271.8
Honduras,HND,1994,YR1994,109212834.9,..,-16039100.4,21132946.8
Honduras,HND,1995,YR1995,98647936.6,..,-12819139.5,48192014.2
Honduras,HND,1996,YR1996,57918154.1,..,-37869812.5,39741163.4
Honduras,HND,1997,YR1997,45739573.6,..,-8776702.1,9146870.3
Honduras,HND,1998,YR1998,112704356,..,62607140.4,2063658.6
Honduras,HND,1999,YR1999,236605619.5,..,100213462.3,7510202.6
Honduras,HND,2000,YR2000,240790797.1,..,16383361.2,9937481
Honduras,HND,2001,YR2001,244031831.4,..,13198150,11453976.4
Honduras,HND,2002,YR2002,222485448,..,-34976960.9,37780559.6
Honduras,HND,2003,YR2003,199827301.7,..,-40791805.6,42533584.2
Honduras,HND,2004,YR2004,224821492.7,..,20980851,10720975.4
Honduras,HND,2005,YR2005,195359770,..,-394449.8,17118882.1
Honduras,HND,2006,YR2006,59271855.6,..,14965685.7,1324283.2
Honduras,HND,2007,YR2007,62260269.8,..,0,1184547.2
Honduras,HND,2008,YR2008,60685097.7,..,0,403511.9
Honduras,HND,2009,YR2009,226047757.6,..,0,603896.2
Honduras,HND,2010,YR2010,220493207,..,-1551873.4,2165268.1
Honduras,HND,2011,YR2011,215127587,..,-4810721.2,5019612.9
Honduras,HND,2012,YR2012,209105063.5,..,-6214162.3,6270919.1
Honduras,HND,2013,YR2013,203259391.7,..,-6205727.1,6451339.2
Honduras,HND,2014,YR2014,185328241.2,..,-6181862.2,6276079.4
Honduras,HND,2015,YR2015,173032020.1,..,-4268729.2,4355474.9
Honduras,HND,2016,YR2016,166495488.4,..,-1413689.5,1559645.6
Honduras,HND,2017,YR2017,176379024.8,..,..,91524.7
Honduras,HND,2018,YR2018,172249535.8,..,..,165675.5
Honduras,HND,2019,YR2019,171262948.4,..,..,1699470.4
Honduras,HND,2020,YR2020,664078984.3,..,469784037.6,1870889.2
"Hong Kong SAR, China",HKG,1990,YR1990,..,..,..,..
"Hong Kong SAR, China",HKG,1991,YR1991,..,..,..,..
"Hong Kong SAR, China",HKG,1992,YR1992,..,..,..,..
"Hong Kong SAR, China",HKG,1993,YR1993,..,..,..,..
"Hong Kong SAR, China",HKG,1994,YR1994,..,..,..,..
"Hong Kong SAR, China",HKG,1995,YR1995,..,..,..,..
"Hong Kong SAR, China",HKG,1996,YR1996,..,..,..,..
"Hong Kong SAR, China",HKG,1997,YR1997,..,..,..,..
"Hong Kong SAR, China",HKG,1998,YR1998,..,..,..,..
"Hong Kong SAR, China",HKG,1999,YR1999,..,..,..,..
"Hong Kong SAR, China",HKG,2000,YR2000,..,..,..,..
"Hong Kong SAR, China",HKG,2001,YR2001,..,..,..,..
"Hong Kong SAR, China",HKG,2002,YR2002,..,..,..,..
"Hong Kong SAR, China",HKG,2003,YR2003,..,..,..,..
"Hong Kong SAR, China",HKG,2004,YR2004,..,..,..,..
"Hong Kong SAR, China",HKG,2005,YR2005,..,..,..,..
"Hong Kong SAR, China",HKG,2006,YR2006,..,..,..,..
"Hong Kong SAR, China",HKG,2007,YR2007,..,..,..,..
"Hong Kong SAR, China",HKG,2008,YR2008,..,..,..,..
"Hong Kong SAR, China",HKG,2009,YR2009,..,..,..,..
"Hong Kong SAR, China",HKG,2010,YR2010,..,..,..,..
"Hong Kong SAR, China",HKG,2011,YR2011,..,..,..,..
"Hong Kong SAR, China",HKG,2012,YR2012,..,..,..,..
"Hong Kong SAR, China",HKG,2013,YR2013,..,..,..,..
"Hong Kong SAR, China",HKG,2014,YR2014,..,..,..,..
"Hong Kong SAR, China",HKG,2015,YR2015,..,..,..,..
"Hong Kong SAR, China",HKG,2016,YR2016,..,..,..,..
"Hong Kong SAR, China",HKG,2017,YR2017,..,..,..,..
"Hong Kong SAR, China",HKG,2018,YR2018,..,..,..,..
"Hong Kong SAR, China",HKG,2019,YR2019,..,..,..,..
"Hong Kong SAR, China",HKG,2020,YR2020,..,..,..,..
Hungary,HUN,1990,YR1990,..,..,..,..
Hungary,HUN,1991,YR1991,..,..,..,..
Hungary,HUN,1992,YR1992,..,..,..,..
Hungary,HUN,1993,YR1993,..,..,..,..
Hungary,HUN,1994,YR1994,..,..,..,..
Hungary,HUN,1995,YR1995,..,..,..,..
Hungary,HUN,1996,YR1996,..,..,..,..
Hungary,HUN,1997,YR1997,..,..,..,..
Hungary,HUN,1998,YR1998,..,..,..,..
Hungary,HUN,1999,YR1999,..,..,..,..
Hungary,HUN,2000,YR2000,..,..,..,..
Hungary,HUN,2001,YR2001,..,..,..,..
Hungary,HUN,2002,YR2002,..,..,..,..
Hungary,HUN,2003,YR2003,..,..,..,..
Hungary,HUN,2004,YR2004,..,..,..,..
Hungary,HUN,2005,YR2005,..,..,..,..
Hungary,HUN,2006,YR2006,..,..,..,..
Hungary,HUN,2007,YR2007,..,..,..,..
Hungary,HUN,2008,YR2008,..,..,..,..
Hungary,HUN,2009,YR2009,..,..,..,..
Hungary,HUN,2010,YR2010,..,..,..,..
Hungary,HUN,2011,YR2011,..,..,..,..
Hungary,HUN,2012,YR2012,..,..,..,..
Hungary,HUN,2013,YR2013,..,..,..,..
Hungary,HUN,2014,YR2014,..,..,..,..
Hungary,HUN,2015,YR2015,..,..,..,..
Hungary,HUN,2016,YR2016,..,..,..,..
Hungary,HUN,2017,YR2017,..,..,..,..
Hungary,HUN,2018,YR2018,..,..,..,..
Hungary,HUN,2019,YR2019,..,..,..,..
Hungary,HUN,2020,YR2020,..,..,..,..
Iceland,ISL,1990,YR1990,..,..,..,..
Iceland,ISL,1991,YR1991,..,..,..,..
Iceland,ISL,1992,YR1992,..,..,..,..
Iceland,ISL,1993,YR1993,..,..,..,..
Iceland,ISL,1994,YR1994,..,..,..,..
Iceland,ISL,1995,YR1995,..,..,..,..
Iceland,ISL,1996,YR1996,..,..,..,..
Iceland,ISL,1997,YR1997,..,..,..,..
Iceland,ISL,1998,YR1998,..,..,..,..
Iceland,ISL,1999,YR1999,..,..,..,..
Iceland,ISL,2000,YR2000,..,..,..,..
Iceland,ISL,2001,YR2001,..,..,..,..
Iceland,ISL,2002,YR2002,..,..,..,..
Iceland,ISL,2003,YR2003,..,..,..,..
Iceland,ISL,2004,YR2004,..,..,..,..
Iceland,ISL,2005,YR2005,..,..,..,..
Iceland,ISL,2006,YR2006,..,..,..,..
Iceland,ISL,2007,YR2007,..,..,..,..
Iceland,ISL,2008,YR2008,..,..,..,..
Iceland,ISL,2009,YR2009,..,..,..,..
Iceland,ISL,2010,YR2010,..,..,..,..
Iceland,ISL,2011,YR2011,..,..,..,..
Iceland,ISL,2012,YR2012,..,..,..,..
Iceland,ISL,2013,YR2013,..,..,..,..
Iceland,ISL,2014,YR2014,..,..,..,..
Iceland,ISL,2015,YR2015,..,..,..,..
Iceland,ISL,2016,YR2016,..,..,..,..
Iceland,ISL,2017,YR2017,..,..,..,..
Iceland,ISL,2018,YR2018,..,..,..,..
Iceland,ISL,2019,YR2019,..,..,..,..
Iceland,ISL,2020,YR2020,..,..,..,..
India,IND,1990,YR1990,2771330298.7,1010058867.2,..,844049057.6
India,IND,1991,YR1991,3598349793.5,776787560.5,..,666204817
India,IND,1992,YR1992,4720474000,1292401986.6,..,606383743.3
India,IND,1993,YR1993,4901188815.2,188744787.9,..,404603328.9
India,IND,1994,YR1994,4033829654.8,-1152893401.5,..,1376813563.8
India,IND,1995,YR1995,2415513565.4,-1726924256.5,..,1909473718.9
India,IND,1996,YR1996,1361208912.1,-984822729.1,..,1072721053.6
India,IND,1997,YR1997,671083198.4,-618208441.5,..,668316007.4
India,IND,1998,YR1998,298150359.5,-387529570.3,..,411890510.1
India,IND,1999,YR1999,961333449.8,-263223058.2,..,306674094.7
India,IND,2000,YR2000,887503204.7,-25390846.3,..,64929047.4
India,IND,2001,YR2001,856046774.1,..,..,19338390.9
India,IND,2002,YR2002,926064238.4,..,..,17687826.9
India,IND,2003,YR2003,1012198184.9,..,..,14959283.4
India,IND,2004,YR2004,1057863821.7,..,..,22410954.5
India,IND,2005,YR2005,973575845.9,..,..,29499348.1
India,IND,2006,YR2006,1024752148,..,..,41707412.4
India,IND,2007,YR2007,1076418892.5,..,..,36813526
India,IND,2008,YR2008,1049185715.9,..,..,8603322.8
India,IND,2009,YR2009,6236675801.4,..,..,14344354.4
India,IND,2010,YR2010,6126637175.9,..,..,19605239.1
India,IND,2011,YR2011,6107700666.3,..,..,6709954.9
India,IND,2012,YR2012,6114264792.5,..,..,1823122.6
India,IND,2013,YR2013,6126517828.2,..,..,7889474.2
India,IND,2014,YR2014,5763720183.6,..,0,3022547.7
India,IND,2015,YR2015,5512793757.6,..,..,2788455.4
India,IND,2016,YR2016,5348098577.2,..,..,4671986.7
India,IND,2017,YR2017,5665573406.3,..,..,2949592.7
India,IND,2018,YR2018,5532927685.8,..,..,5324273.2
India,IND,2019,YR2019,5501236937.5,..,..,54611031.9
India,IND,2020,YR2020,5729759547.2,..,..,17374333.6
Indonesia,IDN,1990,YR1990,493911985.5,..,-157113178.3,216000921.7
Indonesia,IDN,1991,YR1991,165536518.1,..,-316750318.7,347912145.3
Indonesia,IDN,1992,YR1992,0,..,-163011683.8,167919289.8
Indonesia,IDN,1993,YR1993,0,..,0,0
Indonesia,IDN,1994,YR1994,0,..,0,0
Indonesia,IDN,1995,YR1995,0,..,0,0
Indonesia,IDN,1996,YR1996,0,..,0,0
Indonesia,IDN,1997,YR1997,2970336005.7,..,3029423648.4,0
Indonesia,IDN,1998,YR1998,9089988448.4,..,5772203597.6,181759339.6
Indonesia,IDN,1999,YR1999,10576254291,..,1382433827.8,378490447.5
Indonesia,IDN,2000,YR2000,11148904454.7,..,1122671105.7,539760179.7
Indonesia,IDN,2001,YR2001,9413732114.9,..,-1357460340,2228863790.2
Indonesia,IDN,2002,YR2002,9186352773.1,..,-949914798,2644399051.6
Indonesia,IDN,2003,YR2003,10630687332.8,..,555299820.4,1539392841.3
Indonesia,IDN,2004,YR2004,10057236851.7,..,-1004915625.9,1268057057.4
Indonesia,IDN,2005,YR2005,8148491236.1,..,-1144654850.7,1467934925.8
Indonesia,IDN,2006,YR2006,359485406.4,..,-8037122046.5,8343851033.8
Indonesia,IDN,2007,YR2007,377610219,..,..,12914269.4
Indonesia,IDN,2008,YR2008,368056758.1,..,..,3018065.4
Indonesia,IDN,2009,YR2009,3104713977,..,..,7140842.1
Indonesia,IDN,2010,YR2010,3049935042,..,..,9759792.1
Indonesia,IDN,2011,YR2011,3040508153.7,..,..,3340319.6
Indonesia,IDN,2012,YR2012,3043775877.5,..,..,907578.7
Indonesia,IDN,2013,YR2013,3049875628.8,..,..,3927502.6
Indonesia,IDN,2014,YR2014,2869269976.1,..,0,1504435.5
Indonesia,IDN,2015,YR2015,2744354880.1,..,..,1387931.6
Indonesia,IDN,2016,YR2016,2662367045.6,..,..,2325567.9
Indonesia,IDN,2017,YR2017,2820410976.7,..,..,1468556
Indonesia,IDN,2018,YR2018,2754377864.2,..,..,2650808.4
Indonesia,IDN,2019,YR2019,2738601714.4,..,..,27186000.3
Indonesia,IDN,2020,YR2020,2852363840.6,..,..,8649554
"Iran, Islamic Rep.",IRN,1990,YR1990,..,..,..,..
"Iran, Islamic Rep.",IRN,1991,YR1991,..,..,..,..
"Iran, Islamic Rep.",IRN,1992,YR1992,..,..,..,..
"Iran, Islamic Rep.",IRN,1993,YR1993,..,..,..,..
"Iran, Islamic Rep.",IRN,1994,YR1994,..,..,..,..
"Iran, Islamic Rep.",IRN,1995,YR1995,..,..,..,..
"Iran, Islamic Rep.",IRN,1996,YR1996,..,..,..,..
"Iran, Islamic Rep.",IRN,1997,YR1997,..,..,..,..
"Iran, Islamic Rep.",IRN,1998,YR1998,..,..,..,..
"Iran, Islamic Rep.",IRN,1999,YR1999,334969289.9,..,..,12930063.6
"Iran, Islamic Rep.",IRN,2000,YR2000,317983003,..,..,13970901
"Iran, Islamic Rep.",IRN,2001,YR2001,306712496.9,..,..,6928169.4
"Iran, Islamic Rep.",IRN,2002,YR2002,331799013.1,..,..,6337081.5
"Iran, Islamic Rep.",IRN,2003,YR2003,362659894.3,..,..,5360201.6
"Iran, Islamic Rep.",IRN,2004,YR2004,379021408.6,..,..,8029543.7
"Iran, Islamic Rep.",IRN,2005,YR2005,348821919.1,..,..,10568890.4
"Iran, Islamic Rep.",IRN,2006,YR2006,367157846.4,..,..,14943614.6
"Iran, Islamic Rep.",IRN,2007,YR2007,385669494,..,..,13190172.3
"Iran, Islamic Rep.",IRN,2008,YR2008,375912135.1,..,..,3082473.3
"Iran, Islamic Rep.",IRN,2009,YR2009,2235620001.4,..,..,5142636.6
"Iran, Islamic Rep.",IRN,2010,YR2010,2196175181.8,..,..,7028445.2
"Iran, Islamic Rep.",IRN,2011,YR2011,2189387136.2,..,..,2404572.2
"Iran, Islamic Rep.",IRN,2012,YR2012,2191740135.2,..,..,653800.8
"Iran, Islamic Rep.",IRN,2013,YR2013,2196132400,..,..,2828273.9
"Iran, Islamic Rep.",IRN,2014,YR2014,2066082894.8,..,..,1083497.5
"Iran, Islamic Rep.",IRN,2015,YR2015,1976134948,..,..,1000374.1
"Iran, Islamic Rep.",IRN,2016,YR2016,1917097749.1,..,..,1675020.5
"Iran, Islamic Rep.",IRN,2017,YR2017,2030900864.6,..,..,1058081.4
"Iran, Islamic Rep.",IRN,2018,YR2018,1983352224.9,..,..,1908808.6
"Iran, Islamic Rep.",IRN,2019,YR2019,1971992250.6,..,..,19575688.8
"Iran, Islamic Rep.",IRN,2020,YR2020,2053909248.7,..,..,6228403.3
Iraq,IRQ,1990,YR1990,..,..,..,..
Iraq,IRQ,1991,YR1991,..,..,..,..
Iraq,IRQ,1992,YR1992,..,..,..,..
Iraq,IRQ,1993,YR1993,..,..,..,..
Iraq,IRQ,1994,YR1994,..,..,..,..
Iraq,IRQ,1995,YR1995,..,..,..,..
Iraq,IRQ,1996,YR1996,..,..,..,..
Iraq,IRQ,1997,YR1997,..,..,..,..
Iraq,IRQ,1998,YR1998,..,..,..,..
Iraq,IRQ,1999,YR1999,..,..,..,..
Iraq,IRQ,2000,YR2000,..,..,..,..
Iraq,IRQ,2001,YR2001,..,..,..,..
Iraq,IRQ,2002,YR2002,..,..,..,..
Iraq,IRQ,2003,YR2003,..,..,..,..
Iraq,IRQ,2004,YR2004,..,..,..,..
Iraq,IRQ,2005,YR2005,..,..,..,..
Iraq,IRQ,2006,YR2006,..,..,..,..
Iraq,IRQ,2007,YR2007,..,..,..,..
Iraq,IRQ,2008,YR2008,..,..,..,..
Iraq,IRQ,2009,YR2009,..,..,..,..
Iraq,IRQ,2010,YR2010,..,..,..,..
Iraq,IRQ,2011,YR2011,..,..,..,..
Iraq,IRQ,2012,YR2012,..,..,..,..
Iraq,IRQ,2013,YR2013,..,..,..,..
Iraq,IRQ,2014,YR2014,..,..,..,..
Iraq,IRQ,2015,YR2015,..,..,..,..
Iraq,IRQ,2016,YR2016,..,..,..,..
Iraq,IRQ,2017,YR2017,..,..,..,..
Iraq,IRQ,2018,YR2018,..,..,..,..
Iraq,IRQ,2019,YR2019,..,..,..,..
Iraq,IRQ,2020,YR2020,..,..,..,..
Ireland,IRL,1990,YR1990,..,..,..,..
Ireland,IRL,1991,YR1991,..,..,..,..
Ireland,IRL,1992,YR1992,..,..,..,..
Ireland,IRL,1993,YR1993,..,..,..,..
Ireland,IRL,1994,YR1994,..,..,..,..
Ireland,IRL,1995,YR1995,..,..,..,..
Ireland,IRL,1996,YR1996,..,..,..,..
Ireland,IRL,1997,YR1997,..,..,..,..
Ireland,IRL,1998,YR1998,..,..,..,..
Ireland,IRL,1999,YR1999,..,..,..,..
Ireland,IRL,2000,YR2000,..,..,..,..
Ireland,IRL,2001,YR2001,..,..,..,..
Ireland,IRL,2002,YR2002,..,..,..,..
Ireland,IRL,2003,YR2003,..,..,..,..
Ireland,IRL,2004,YR2004,..,..,..,..
Ireland,IRL,2005,YR2005,..,..,..,..
Ireland,IRL,2006,YR2006,..,..,..,..
Ireland,IRL,2007,YR2007,..,..,..,..
Ireland,IRL,2008,YR2008,..,..,..,..
Ireland,IRL,2009,YR2009,..,..,..,..
Ireland,IRL,2010,YR2010,..,..,..,..
Ireland,IRL,2011,YR2011,..,..,..,..
Ireland,IRL,2012,YR2012,..,..,..,..
Ireland,IRL,2013,YR2013,..,..,..,..
Ireland,IRL,2014,YR2014,..,..,..,..
Ireland,IRL,2015,YR2015,..,..,..,..
Ireland,IRL,2016,YR2016,..,..,..,..
Ireland,IRL,2017,YR2017,..,..,..,..
Ireland,IRL,2018,YR2018,..,..,..,..
Ireland,IRL,2019,YR2019,..,..,..,..
Ireland,IRL,2020,YR2020,..,..,..,..
Isle of Man,IMN,1990,YR1990,..,..,..,..
Isle of Man,IMN,1991,YR1991,..,..,..,..
Isle of Man,IMN,1992,YR1992,..,..,..,..
